...1,Date,Saison,Home,Away,Punkte Heim,Punkte Gast,Home_W,Punktedifferenz,Zuschauer,Budget_Total,Budget_Spieler
3548,2016-04-19,2015/16,Panathinaikos Athens,Vitoria,75,84,0,-9,NA,NA,NA
3549,2016-04-19,2015/16,Real Madrid,Fenerbahce BEKO,63,75,0,-12,NA,NA,NA
3550,2016-04-21,2015/16,FC Barcelona,Lokomotiv Kuban,80,92,0,-12,NA,NA,NA
3551,2016-04-26,2015/16,Lokomotiv Kuban,FC Barcelona,81,67,1,14,NA,NA,NA
3552,2016-05-13,2015/16,CSKA Moscow,Lokomotiv Kuban,88,81,1,7,NA,NA,NA
3553,2016-05-13,2015/16,Fenerbahce BEKO,Vitoria,88,77,1,11,NA,NA,NA
3554,2016-05-15,2015/16,Vitoria,Lokomotiv Kuban,75,85,0,-10,NA,NA,NA
3555,2016-05-15,2015/16,Fenerbahce BEKO,CSKA Moscow,96,101,0,-5,NA,NA,NA
3556,2016-10-12,2016/17,Real Madrid,Olympiacos Piraeus,83,65,1,18,NA,NA,NA
3557,2016-10-13,2016/17,EA7 Milano,Maccabi Tel Aviv,99,97,1,2,NA,NA,NA
3558,2016-10-13,2016/17,Galatasaray,CSKA Moscow,84,109,0,-25,NA,NA,NA
3559,2016-10-13,2016/17,Crvena Zvezda Belgrade,Darussafaka,70,73,0,-3,NA,NA,NA
3560,2016-10-14,2016/17,Baskonia,Anadolu Efes Istanbul,85,84,1,1,NA,NA,NA
3561,2016-10-14,2016/17,UNICS Kazan,FC Barcelona,63,69,0,-6,NA,NA,NA
3562,2016-10-14,2016/17,Fenerbahce BEKO,Brose Bamberg,67,66,1,1,NA,NA,NA
3563,2016-10-14,2016/17,Panathinaikos Athens,Zalgiris Kaunas,84,76,1,8,NA,NA,NA
3564,2016-10-20,2016/17,Olympiacos Piraeus,Anadolu Efes Istanbul,90,66,1,24,NA,NA,NA
3565,2016-10-20,2016/17,Brose Bamberg,UNICS Kazan,89,86,1,3,NA,NA,NA
3566,2016-10-20,2016/17,Darussafaka,EA7 Milano,80,81,0,-1,NA,NA,NA
3567,2016-10-20,2016/17,Maccabi Tel Aviv,Real Madrid,82,89,0,-7,NA,NA,NA
3568,2016-10-21,2016/17,Zalgiris Kaunas,Baskonia,78,73,1,5,NA,NA,NA
3569,2016-10-21,2016/17,FC Barcelona,Fenerbahce BEKO,72,73,0,-1,NA,NA,NA
3570,2016-10-21,2016/17,Galatasaray,Crvena Zvezda Belgrade,83,85,0,-2,NA,NA,NA
3571,2016-10-21,2016/17,CSKA Moscow,Panathinaikos Athens,81,77,1,4,NA,NA,NA
3572,2016-10-25,2016/17,Real Madrid,Baskonia,87,91,0,-4,NA,NA,NA
3573,2016-10-25,2016/17,Olympiacos Piraeus,EA7 Milano,91,81,1,10,NA,NA,NA
3574,2016-10-25,2016/17,UNICS Kazan,Darussafaka,87,94,0,-7,NA,NA,NA
3575,2016-10-25,2016/17,Anadolu Efes Istanbul,CSKA Moscow,87,93,0,-6,NA,NA,NA
3576,2016-10-26,2016/17,Fenerbahce BEKO,Zalgiris Kaunas,82,68,1,14,NA,NA,NA
3577,2016-10-26,2016/17,Brose Bamberg,Panathinaikos Athens,83,84,0,-1,NA,NA,NA
3578,2016-10-26,2016/17,Crvena Zvezda Belgrade,FC Barcelona,76,65,1,11,NA,NA,NA
3579,2016-10-26,2016/17,Maccabi Tel Aviv,Galatasaray,98,92,1,6,NA,NA,NA
3580,2016-10-27,2016/17,EA7 Milano,Real Madrid,90,101,0,-11,NA,NA,NA
3581,2016-10-27,2016/17,Darussafaka,Anadolu Efes Istanbul,79,84,0,-5,NA,NA,NA
3582,2016-10-27,2016/17,CSKA Moscow,UNICS Kazan,98,80,1,18,NA,NA,NA
3583,2016-10-27,2016/17,Baskonia,Olympiacos Piraeus,90,95,0,-5,NA,NA,NA
3584,2016-10-28,2016/17,Zalgiris Kaunas,Maccabi Tel Aviv,74,87,0,-13,NA,NA,NA
3585,2016-10-28,2016/17,Panathinaikos Athens,Crvena Zvezda Belgrade,70,59,1,11,NA,NA,NA
3586,2016-10-28,2016/17,Galatasaray,Fenerbahce BEKO,87,103,0,-16,NA,NA,NA
3587,2016-10-28,2016/17,FC Barcelona,Brose Bamberg,78,74,1,4,NA,NA,NA
3588,2016-11-02,2016/17,Fenerbahce BEKO,UNICS Kazan,73,81,0,-8,NA,NA,NA
3589,2016-11-02,2016/17,Maccabi Tel Aviv,FC Barcelona,69,79,0,-10,NA,NA,NA
3590,2016-11-03,2016/17,Real Madrid,Galatasaray,90,81,1,9,NA,NA,NA
3591,2016-11-03,2016/17,Olympiacos Piraeus,CSKA Moscow,75,81,0,-6,NA,NA,NA
3592,2016-11-03,2016/17,Brose Bamberg,EA7 Milano,106,102,1,4,NA,NA,NA
3593,2016-11-04,2016/17,Zalgiris Kaunas,Darussafaka,80,83,0,-3,NA,NA,NA
3594,2016-11-04,2016/17,Anadolu Efes Istanbul,Panathinaikos Athens,91,83,1,8,NA,NA,NA
3595,2016-11-04,2016/17,Crvena Zvezda Belgrade,Baskonia,63,70,0,-7,NA,NA,NA
3596,2016-11-10,2016/17,EA7 Milano,Anadolu Efes Istanbul,105,92,1,13,NA,NA,NA
3597,2016-11-10,2016/17,Panathinaikos Athens,Maccabi Tel Aviv,83,75,1,8,NA,NA,NA
3598,2016-11-10,2016/17,UNICS Kazan,Crvena Zvezda Belgrade,65,62,1,3,NA,NA,NA
3599,2016-11-10,2016/17,Darussafaka,Brose Bamberg,72,70,1,2,NA,NA,NA
3600,2016-11-10,2016/17,FC Barcelona,Zalgiris Kaunas,92,86,1,6,NA,NA,NA
3601,2016-11-11,2016/17,Galatasaray,Olympiacos Piraeus,89,87,1,2,NA,NA,NA
3602,2016-11-11,2016/17,Baskonia,Fenerbahce BEKO,86,52,1,34,NA,NA,NA
3603,2016-11-11,2016/17,CSKA Moscow,Real Madrid,91,90,1,1,NA,NA,NA
3604,2016-11-15,2016/17,Anadolu Efes Istanbul,UNICS Kazan,104,99,1,5,NA,NA,NA
3605,2016-11-15,2016/17,Brose Bamberg,Crvena Zvezda Belgrade,78,79,0,-1,NA,NA,NA
3606,2016-11-15,2016/17,EA7 Milano,Baskonia,88,76,1,12,NA,NA,NA
3607,2016-11-15,2016/17,Maccabi Tel Aviv,Fenerbahce BEKO,87,77,1,10,NA,NA,NA
3608,2016-11-16,2016/17,Darussafaka,CSKA Moscow,91,83,1,8,NA,NA,NA
3609,2016-11-16,2016/17,Olympiacos Piraeus,FC Barcelona,59,52,1,7,NA,NA,NA
3610,2016-11-16,2016/17,Zalgiris Kaunas,Galatasaray,87,75,1,12,NA,NA,NA
3611,2016-11-16,2016/17,Real Madrid,Panathinaikos Athens,87,84,1,3,NA,NA,NA
3612,2016-11-17,2016/17,Baskonia,Brose Bamberg,81,74,1,7,NA,NA,NA
3613,2016-11-17,2016/17,UNICS Kazan,Maccabi Tel Aviv,73,74,0,-1,NA,NA,NA
3614,2016-11-17,2016/17,Fenerbahce BEKO,Anadolu Efes Istanbul,88,80,1,8,NA,NA,NA
3615,2016-11-17,2016/17,Crvena Zvezda Belgrade,EA7 Milano,83,70,1,13,NA,NA,NA
3616,2016-11-18,2016/17,CSKA Moscow,Zalgiris Kaunas,95,86,1,9,NA,NA,NA
3617,2016-11-18,2016/17,FC Barcelona,Real Madrid,63,102,0,-39,NA,NA,NA
3618,2016-11-18,2016/17,Galatasaray,Darussafaka,85,81,1,4,NA,NA,NA
3619,2016-11-18,2016/17,Panathinaikos Athens,Olympiacos Piraeus,77,79,0,-2,NA,NA,NA
3620,2016-11-24,2016/17,Anadolu Efes Istanbul,Crvena Zvezda Belgrade,100,79,1,21,NA,NA,NA
3621,2016-11-24,2016/17,Olympiacos Piraeus,Maccabi Tel Aviv,73,80,0,-7,NA,NA,NA
3622,2016-11-24,2016/17,Zalgiris Kaunas,Brose Bamberg,86,72,1,14,NA,NA,NA
3623,2016-11-24,2016/17,Real Madrid,UNICS Kazan,89,75,1,14,NA,NA,NA
3624,2016-11-24,2016/17,EA7 Milano,Fenerbahce BEKO,70,79,0,-9,NA,NA,NA
3625,2016-11-25,2016/17,Panathinaikos Athens,Darussafaka,86,80,1,6,NA,NA,NA
3626,2016-11-25,2016/17,Galatasaray,FC Barcelona,78,64,1,14,NA,NA,NA
3627,2016-11-25,2016/17,CSKA Moscow,Baskonia,112,84,1,28,NA,NA,NA
3628,2016-12-01,2016/17,Fenerbahce BEKO,Real Madrid,78,77,1,1,NA,NA,NA
3629,2016-12-01,2016/17,UNICS Kazan,EA7 Milano,100,79,1,21,NA,NA,NA
3630,2016-12-01,2016/17,Brose Bamberg,CSKA Moscow,88,90,0,-2,NA,NA,NA
3631,2016-12-01,2016/17,Maccabi Tel Aviv,Anadolu Efes Istanbul,77,86,0,-9,NA,NA,NA
3632,2016-12-02,2016/17,Darussafaka,Olympiacos Piraeus,71,77,0,-6,NA,NA,NA
3633,2016-12-02,2016/17,Crvena Zvezda Belgrade,Zalgiris Kaunas,79,88,0,-9,NA,NA,NA
3634,2016-12-02,2016/17,FC Barcelona,Panathinaikos Athens,72,57,1,15,NA,NA,NA
3635,2016-12-02,2016/17,Baskonia,Galatasaray,69,62,1,7,NA,NA,NA
3636,2016-12-07,2016/17,Maccabi Tel Aviv,Brose Bamberg,70,85,0,-15,NA,NA,NA
3637,2016-12-08,2016/17,Fenerbahce BEKO,Crvena Zvezda Belgrade,87,72,1,15,NA,NA,NA
3638,2016-12-08,2016/17,EA7 Milano,CSKA Moscow,64,79,0,-15,NA,NA,NA
3639,2016-12-08,2016/17,Real Madrid,Zalgiris Kaunas,96,91,1,5,NA,NA,NA
3640,2016-12-09,2016/17,Anadolu Efes Istanbul,FC Barcelona,72,68,1,4,NA,NA,NA
3641,2016-12-09,2016/17,Panathinaikos Athens,Galatasaray,85,58,1,27,NA,NA,NA
3642,2016-12-09,2016/17,Baskonia,Darussafaka,73,52,1,21,NA,NA,NA
3643,2016-12-09,2016/17,Olympiacos Piraeus,UNICS Kazan,88,59,1,29,NA,NA,NA
3644,2016-12-15,2016/17,Zalgiris Kaunas,Olympiacos Piraeus,75,88,0,-13,NA,NA,NA
3645,2016-12-15,2016/17,UNICS Kazan,Baskonia,91,92,0,-1,NA,NA,NA
3646,2016-12-15,2016/17,Brose Bamberg,Anadolu Efes Istanbul,91,83,1,8,NA,NA,NA
3647,2016-12-15,2016/17,Darussafaka,Real Madrid,81,68,1,13,NA,NA,NA
3648,2016-12-15,2016/17,Crvena Zvezda Belgrade,Maccabi Tel Aviv,83,58,1,25,NA,NA,NA
3649,2016-12-16,2016/17,Panathinaikos Athens,Fenerbahce BEKO,81,70,1,11,NA,NA,NA
3650,2016-12-16,2016/17,Galatasaray,EA7 Milano,83,80,1,3,NA,NA,NA
3651,2016-12-16,2016/17,CSKA Moscow,FC Barcelona,92,76,1,16,NA,NA,NA
3652,2016-12-20,2016/17,Anadolu Efes Istanbul,Zalgiris Kaunas,71,84,0,-13,NA,NA,NA
3653,2016-12-20,2016/17,Real Madrid,Brose Bamberg,95,72,1,23,NA,NA,NA
3654,2016-12-20,2016/17,Olympiacos Piraeus,Crvena Zvezda Belgrade,73,65,1,8,NA,NA,NA
3655,2016-12-20,2016/17,UNICS Kazan,Galatasaray,73,60,1,13,NA,NA,NA
3656,2016-12-21,2016/17,Baskonia,FC Barcelona,65,62,1,3,NA,NA,NA
3657,2016-12-21,2016/17,EA7 Milano,Panathinaikos Athens,72,86,0,-14,NA,NA,NA
3658,2016-12-21,2016/17,Fenerbahce BEKO,Darussafaka,64,71,0,-7,NA,NA,NA
3659,2016-12-21,2016/17,Maccabi Tel Aviv,CSKA Moscow,76,80,0,-4,NA,NA,NA
3660,2016-12-22,2016/17,Zalgiris Kaunas,UNICS Kazan,80,88,0,-8,NA,NA,NA
3661,2016-12-22,2016/17,Brose Bamberg,Olympiacos Piraeus,82,68,1,14,NA,NA,NA
3662,2016-12-22,2016/17,Galatasaray,Anadolu Efes Istanbul,76,86,0,-10,NA,NA,NA
3663,2016-12-22,2016/17,Crvena Zvezda Belgrade,Real Madrid,82,70,1,12,NA,NA,NA
3664,2016-12-23,2016/17,FC Barcelona,EA7 Milano,89,75,1,14,NA,NA,NA
3665,2016-12-23,2016/17,Darussafaka,Maccabi Tel Aviv,86,84,1,2,NA,NA,NA
3666,2016-12-23,2016/17,CSKA Moscow,Fenerbahce BEKO,79,95,0,-16,NA,NA,NA
3667,2016-12-23,2016/17,Panathinaikos Athens,Baskonia,69,68,1,1,NA,NA,NA
3668,2016-12-29,2016/17,Anadolu Efes Istanbul,Real Madrid,78,80,0,-2,NA,NA,NA
3669,2016-12-29,2016/17,Baskonia,Maccabi Tel Aviv,101,88,1,13,NA,NA,NA
3670,2016-12-29,2016/17,Olympiacos Piraeus,Fenerbahce BEKO,71,62,1,9,NA,NA,NA
3671,2016-12-29,2016/17,Crvena Zvezda Belgrade,CSKA Moscow,78,67,1,11,NA,NA,NA
3672,2016-12-29,2016/17,EA7 Milano,Zalgiris Kaunas,70,78,0,-8,NA,NA,NA
3673,2016-12-30,2016/17,FC Barcelona,Darussafaka,81,77,1,4,NA,NA,NA
3674,2016-12-30,2016/17,UNICS Kazan,Panathinaikos Athens,83,81,1,2,NA,NA,NA
3675,2016-12-30,2016/17,Galatasaray,Brose Bamberg,75,90,0,-15,NA,NA,NA
3676,2017-01-05,2016/17,Baskonia,UNICS Kazan,102,70,1,32,NA,NA,NA
3677,2017-01-05,2016/17,Brose Bamberg,FC Barcelona,85,65,1,20,NA,NA,NA
3678,2017-01-05,2016/17,Anadolu Efes Istanbul,Galatasaray,84,73,1,11,NA,NA,NA
3679,2017-01-05,2016/17,Maccabi Tel Aviv,Darussafaka,93,92,1,1,NA,NA,NA
3680,2017-01-06,2016/17,Zalgiris Kaunas,Crvena Zvezda Belgrade,61,77,0,-16,NA,NA,NA
3681,2017-01-06,2016/17,Real Madrid,CSKA Moscow,95,85,1,10,NA,NA,NA
3682,2017-01-06,2016/17,Olympiacos Piraeus,Panathinaikos Athens,77,69,1,8,NA,NA,NA
3683,2017-01-06,2016/17,Fenerbahce BEKO,EA7 Milano,86,79,1,7,NA,NA,NA
3684,2017-01-12,2016/17,UNICS Kazan,Brose Bamberg,63,58,1,5,NA,NA,NA
3685,2017-01-12,2016/17,Darussafaka,Baskonia,98,89,1,9,NA,NA,NA
3686,2017-01-12,2016/17,Crvena Zvezda Belgrade,Fenerbahce BEKO,75,73,1,2,NA,NA,NA
3687,2017-01-12,2016/17,FC Barcelona,Olympiacos Piraeus,67,69,0,-2,NA,NA,NA
3688,2017-01-13,2016/17,Real Madrid,Maccabi Tel Aviv,80,75,1,5,NA,NA,NA
3689,2017-01-13,2016/17,Panathinaikos Athens,Anadolu Efes Istanbul,92,81,1,11,NA,NA,NA
3690,2017-01-13,2016/17,CSKA Moscow,EA7 Milano,101,64,1,37,NA,NA,NA
3691,2017-01-13,2016/17,Galatasaray,Zalgiris Kaunas,87,79,1,8,NA,NA,NA
3692,2017-01-19,2016/17,FC Barcelona,Anadolu Efes Istanbul,89,78,1,11,NA,NA,NA
3693,2017-01-19,2016/17,EA7 Milano,Galatasaray,92,87,1,5,NA,NA,NA
3694,2017-01-19,2016/17,Fenerbahce BEKO,Panathinaikos Athens,84,63,1,21,NA,NA,NA
3695,2017-01-19,2016/17,CSKA Moscow,Brose Bamberg,85,64,1,21,NA,NA,NA
3696,2017-01-19,2016/17,Maccabi Tel Aviv,Crvena Zvezda Belgrade,67,71,0,-4,NA,NA,NA
3697,2017-01-20,2016/17,Zalgiris Kaunas,Real Madrid,59,74,0,-15,NA,NA,NA
3698,2017-01-20,2016/17,Olympiacos Piraeus,Baskonia,92,62,1,30,NA,NA,NA
3699,2017-01-20,2016/17,Darussafaka,UNICS Kazan,71,64,1,7,NA,NA,NA
3700,2017-01-24,2016/17,UNICS Kazan,Fenerbahce BEKO,81,86,0,-5,NA,NA,NA
3701,2017-01-24,2016/17,Galatasaray,Maccabi Tel Aviv,102,63,1,39,NA,NA,NA
3702,2017-01-24,2016/17,Zalgiris Kaunas,CSKA Moscow,79,74,1,5,NA,NA,NA
3703,2017-01-24,2016/17,Baskonia,Crvena Zvezda Belgrade,69,87,0,-18,NA,NA,NA
3704,2017-01-24,2016/17,Panathinaikos Athens,FC Barcelona,71,65,1,6,NA,NA,NA
3705,2017-01-25,2016/17,Brose Bamberg,Real Madrid,89,91,0,-2,NA,NA,NA
3706,2017-01-25,2016/17,Anadolu Efes Istanbul,Darussafaka,93,81,1,12,NA,NA,NA
3707,2017-01-25,2016/17,EA7 Milano,Olympiacos Piraeus,99,83,1,16,NA,NA,NA
3708,2017-01-26,2016/17,FC Barcelona,Baskonia,79,93,0,-14,NA,NA,NA
3709,2017-01-26,2016/17,Fenerbahce BEKO,Galatasaray,85,80,1,5,NA,NA,NA
3710,2017-01-26,2016/17,Crvena Zvezda Belgrade,Panathinaikos Athens,72,66,1,6,NA,NA,NA
3711,2017-01-26,2016/17,Maccabi Tel Aviv,UNICS Kazan,60,52,1,8,NA,NA,NA
3712,2017-01-27,2016/17,Darussafaka,Zalgiris Kaunas,66,69,0,-3,NA,NA,NA
3713,2017-01-27,2016/17,Real Madrid,EA7 Milano,94,89,1,5,NA,NA,NA
3714,2017-01-27,2016/17,Olympiacos Piraeus,Brose Bamberg,83,77,1,6,NA,NA,NA
3715,2017-01-27,2016/17,CSKA Moscow,Anadolu Efes Istanbul,80,77,1,3,NA,NA,NA
3716,2017-02-02,2016/17,UNICS Kazan,Olympiacos Piraeus,75,90,0,-15,NA,NA,NA
3717,2017-02-02,2016/17,Zalgiris Kaunas,FC Barcelona,89,85,1,4,NA,NA,NA
3718,2017-02-02,2016/17,EA7 Milano,Darussafaka,89,87,1,2,NA,NA,NA
3719,2017-02-02,2016/17,Brose Bamberg,Maccabi Tel Aviv,90,75,1,15,NA,NA,NA
3720,2017-02-02,2016/17,Fenerbahce BEKO,CSKA Moscow,77,71,1,6,NA,NA,NA
3721,2017-02-03,2016/17,Baskonia,Real Madrid,71,79,0,-8,NA,NA,NA
3722,2017-02-03,2016/17,Galatasaray,Panathinaikos Athens,79,84,0,-5,NA,NA,NA
3723,2017-02-03,2016/17,Crvena Zvezda Belgrade,Anadolu Efes Istanbul,72,86,0,-14,NA,NA,NA
3724,2017-02-09,2016/17,UNICS Kazan,Real Madrid,77,81,0,-4,NA,NA,NA
3725,2017-02-09,2016/17,Panathinaikos Athens,Brose Bamberg,81,72,1,9,NA,NA,NA
3726,2017-02-09,2016/17,Anadolu Efes Istanbul,EA7 Milano,90,86,1,4,NA,NA,NA
3727,2017-02-09,2016/17,CSKA Moscow,Crvena Zvezda Belgrade,102,80,1,22,NA,NA,NA
3728,2017-02-09,2016/17,Maccabi Tel Aviv,Baskonia,85,84,1,1,NA,NA,NA
3729,2017-02-10,2016/17,FC Barcelona,Galatasaray,62,69,0,-7,NA,NA,NA
3730,2017-02-10,2016/17,Olympiacos Piraeus,Zalgiris Kaunas,73,64,1,9,NA,NA,NA
3731,2017-02-10,2016/17,Darussafaka,Fenerbahce BEKO,72,65,1,7,NA,NA,NA
3732,2017-02-23,2016/17,CSKA Moscow,Maccabi Tel Aviv,93,81,1,12,NA,NA,NA
3733,2017-02-23,2016/17,Fenerbahce BEKO,Olympiacos Piraeus,67,64,1,3,NA,NA,NA
3734,2017-02-23,2016/17,EA7 Milano,FC Barcelona,78,83,0,-5,NA,NA,NA
3735,2017-02-23,2016/17,Crvena Zvezda Belgrade,Galatasaray,77,58,1,19,NA,NA,NA
3736,2017-02-24,2016/17,Real Madrid,Darussafaka,101,83,1,18,NA,NA,NA
3737,2017-02-24,2016/17,Panathinaikos Athens,UNICS Kazan,83,82,1,1,NA,NA,NA
3738,2017-02-24,2016/17,Brose Bamberg,Zalgiris Kaunas,86,91,0,-5,NA,NA,NA
3739,2017-02-24,2016/17,Anadolu Efes Istanbul,Baskonia,96,85,1,11,NA,NA,NA
3740,2017-03-02,2016/17,Zalgiris Kaunas,Fenerbahce BEKO,67,76,0,-9,NA,NA,NA
3741,2017-03-02,2016/17,Baskonia,EA7 Milano,87,74,1,13,NA,NA,NA
3742,2017-03-02,2016/17,Galatasaray,Real Madrid,87,84,1,3,NA,NA,NA
3743,2017-03-02,2016/17,Crvena Zvezda Belgrade,Brose Bamberg,74,60,1,14,NA,NA,NA
3744,2017-03-02,2016/17,Maccabi Tel Aviv,Olympiacos Piraeus,71,82,0,-11,NA,NA,NA
3745,2017-03-03,2016/17,FC Barcelona,CSKA Moscow,61,85,0,-24,NA,NA,NA
3746,2017-03-03,2016/17,UNICS Kazan,Anadolu Efes Istanbul,92,99,0,-7,NA,NA,NA
3747,2017-03-03,2016/17,Darussafaka,Panathinaikos Athens,77,72,1,5,NA,NA,NA
3748,2017-03-09,2016/17,CSKA Moscow,Galatasaray,85,69,1,16,NA,NA,NA
3749,2017-03-09,2016/17,Zalgiris Kaunas,Panathinaikos Athens,64,58,1,6,NA,NA,NA
3750,2017-03-09,2016/17,FC Barcelona,UNICS Kazan,70,62,1,8,NA,NA,NA
3751,2017-03-09,2016/17,Fenerbahce BEKO,Baskonia,74,79,0,-5,NA,NA,NA
3752,2017-03-09,2016/17,Maccabi Tel Aviv,EA7 Milano,92,82,1,10,NA,NA,NA
3753,2017-03-10,2016/17,Real Madrid,Crvena Zvezda Belgrade,98,68,1,30,NA,NA,NA
3754,2017-03-10,2016/17,Anadolu Efes Istanbul,Brose Bamberg,68,87,0,-19,NA,NA,NA
3755,2017-03-10,2016/17,Olympiacos Piraeus,Darussafaka,81,73,1,8,NA,NA,NA
3756,2017-03-16,2016/17,EA7 Milano,Crvena Zvezda Belgrade,71,78,0,-7,NA,NA,NA
3757,2017-03-16,2016/17,Panathinaikos Athens,Real Madrid,88,82,1,6,NA,NA,NA
3758,2017-03-16,2016/17,Brose Bamberg,Fenerbahce BEKO,78,83,0,-5,NA,NA,NA
3759,2017-03-16,2016/17,Anadolu Efes Istanbul,Maccabi Tel Aviv,92,87,1,5,NA,NA,NA
3760,2017-03-17,2016/17,UNICS Kazan,Zalgiris Kaunas,80,82,0,-2,NA,NA,NA
3761,2017-03-17,2016/17,Baskonia,CSKA Moscow,79,78,1,1,NA,NA,NA
3762,2017-03-17,2016/17,Olympiacos Piraeus,Galatasaray,71,80,0,-9,NA,NA,NA
3763,2017-03-17,2016/17,Darussafaka,FC Barcelona,67,56,1,11,NA,NA,NA
3764,2017-03-21,2016/17,Fenerbahce BEKO,Maccabi Tel Aviv,79,81,0,-2,NA,NA,NA
3765,2017-03-21,2016/17,Zalgiris Kaunas,Anadolu Efes Istanbul,68,76,0,-8,NA,NA,NA
3766,2017-03-21,2016/17,Panathinaikos Athens,EA7 Milano,74,61,1,13,NA,NA,NA
3767,2017-03-21,2016/17,Brose Bamberg,Baskonia,71,96,0,-25,NA,NA,NA
3768,2017-03-22,2016/17,Crvena Zvezda Belgrade,Olympiacos Piraeus,64,66,0,-2,NA,NA,NA
3769,2017-03-22,2016/17,Galatasaray,UNICS Kazan,75,67,1,8,NA,NA,NA
3770,2017-03-22,2016/17,CSKA Moscow,Darussafaka,95,85,1,10,NA,NA,NA
3771,2017-03-23,2016/17,Baskonia,Panathinaikos Athens,63,72,0,-9,NA,NA,NA
3772,2017-03-23,2016/17,Real Madrid,FC Barcelona,85,69,1,16,NA,NA,NA
3773,2017-03-23,2016/17,EA7 Milano,Brose Bamberg,76,84,0,-8,NA,NA,NA
3774,2017-03-23,2016/17,Anadolu Efes Istanbul,Fenerbahce BEKO,80,77,1,3,NA,NA,NA
3775,2017-03-23,2016/17,Maccabi Tel Aviv,Zalgiris Kaunas,77,93,0,-16,NA,NA,NA
3776,2017-03-24,2016/17,FC Barcelona,Crvena Zvezda Belgrade,67,54,1,13,NA,NA,NA
3777,2017-03-24,2016/17,Olympiacos Piraeus,Real Madrid,73,79,0,-6,NA,NA,NA
3778,2017-03-24,2016/17,UNICS Kazan,CSKA Moscow,74,85,0,-11,NA,NA,NA
3779,2017-03-24,2016/17,Darussafaka,Galatasaray,73,67,1,6,NA,NA,NA
3780,2017-03-30,2016/17,Anadolu Efes Istanbul,Olympiacos Piraeus,77,69,1,8,NA,NA,NA
3781,2017-03-30,2016/17,FC Barcelona,Maccabi Tel Aviv,76,71,1,5,NA,NA,NA
3782,2017-03-30,2016/17,Brose Bamberg,Darussafaka,97,99,0,-2,NA,NA,NA
3783,2017-03-31,2016/17,Zalgiris Kaunas,EA7 Milano,84,88,0,-4,NA,NA,NA
3784,2017-03-31,2016/17,Panathinaikos Athens,CSKA Moscow,85,80,1,5,NA,NA,NA
3785,2017-03-31,2016/17,Galatasaray,Baskonia,80,103,0,-23,NA,NA,NA
3786,2017-03-31,2016/17,Crvena Zvezda Belgrade,UNICS Kazan,83,65,1,18,NA,NA,NA
3787,2017-03-31,2016/17,Real Madrid,Fenerbahce BEKO,61,56,1,5,NA,NA,NA
3788,2017-04-06,2016/17,Brose Bamberg,Galatasaray,79,84,0,-5,NA,NA,NA
3789,2017-04-06,2016/17,Fenerbahce BEKO,FC Barcelona,68,65,1,3,NA,NA,NA
3790,2017-04-06,2016/17,Maccabi Tel Aviv,Panathinaikos Athens,61,81,0,-20,NA,NA,NA
3791,2017-04-06,2016/17,Baskonia,Zalgiris Kaunas,79,84,0,-5,NA,NA,NA
3792,2017-04-07,2016/17,CSKA Moscow,Olympiacos Piraeus,90,86,1,4,NA,NA,NA
3793,2017-04-07,2016/17,Real Madrid,Anadolu Efes Istanbul,97,80,1,17,NA,NA,NA
3794,2017-04-07,2016/17,EA7 Milano,UNICS Kazan,68,91,0,-23,NA,NA,NA
3795,2017-04-07,2016/17,Darussafaka,Crvena Zvezda Belgrade,78,62,1,16,NA,NA,NA
3796,2017-04-18,2016/17,Panathinaikos Athens,Fenerbahce BEKO,58,71,0,-13,NA,NA,NA
3797,2017-04-18,2016/17,CSKA Moscow,Baskonia,98,90,1,8,NA,NA,NA
3798,2017-04-19,2016/17,Real Madrid,Darussafaka,83,75,1,8,NA,NA,NA
3799,2017-04-19,2016/17,Olympiacos Piraeus,Anadolu Efes Istanbul,87,72,1,15,NA,NA,NA
3800,2017-04-20,2016/17,Panathinaikos Athens,Fenerbahce BEKO,75,80,0,-5,NA,NA,NA
3801,2017-04-20,2016/17,CSKA Moscow,Baskonia,84,82,1,2,NA,NA,NA
3802,2017-04-21,2016/17,Real Madrid,Darussafaka,80,84,0,-4,NA,NA,NA
3803,2017-04-21,2016/17,Olympiacos Piraeus,Anadolu Efes Istanbul,71,73,0,-2,NA,NA,NA
3804,2017-04-25,2016/17,Fenerbahce BEKO,Panathinaikos Athens,79,61,1,18,NA,NA,NA
3805,2017-04-25,2016/17,Baskonia,CSKA Moscow,88,90,0,-2,NA,NA,NA
3806,2017-04-26,2016/17,Anadolu Efes Istanbul,Olympiacos Piraeus,64,60,1,4,NA,NA,NA
3807,2017-04-26,2016/17,Darussafaka,Real Madrid,81,88,0,-7,NA,NA,NA
3808,2017-04-28,2016/17,Darussafaka,Real Madrid,78,89,0,-11,NA,NA,NA
3809,2017-04-28,2016/17,Anadolu Efes Istanbul,Olympiacos Piraeus,62,74,0,-12,NA,NA,NA
3810,2017-05-02,2016/17,Olympiacos Piraeus,Anadolu Efes Istanbul,87,78,1,9,NA,NA,NA
3811,2017-05-19,2016/17,CSKA Moscow,Olympiacos Piraeus,78,82,0,-4,NA,NA,NA
3812,2017-05-19,2016/17,Fenerbahce BEKO,Real Madrid,84,75,1,9,NA,NA,NA
3813,2017-05-21,2016/17,Real Madrid,CSKA Moscow,70,94,0,-24,NA,NA,NA
