...1,Date,Saison,Home,Away,Punkte Heim,Punkte Gast,Home_W,Punktedifferenz,Zuschauer,Budget_Total,Budget_Spieler
3285,2015-04-09,2014/15,Unicaja Malaga,Vitoria,93,84,1,9,NA,NA,NA
3286,2015-04-10,2014/15,Olympiacos Piraeus,Nizhny Novgorod,77,70,1,7,NA,NA,NA
3287,2015-04-14,2014/15,CSKA Moscow,Panathinaikos Athens,93,66,1,27,NA,NA,NA
3288,2015-04-14,2014/15,Fenerbahce BEKO,Maccabi Tel Aviv,80,72,1,8,NA,NA,NA
3289,2015-04-15,2014/15,FC Barcelona,Olympiacos Piraeus,73,57,1,16,NA,NA,NA
3290,2015-04-15,2014/15,Real Madrid,Anadolu Efes Istanbul,80,71,1,9,NA,NA,NA
3291,2015-04-15,2014/15,CSKA Moscow,Panathinaikos Athens,100,80,1,20,NA,NA,NA
3292,2015-04-15,2014/15,Fenerbahce BEKO,Maccabi Tel Aviv,82,67,1,15,NA,NA,NA
3293,2015-04-17,2014/15,FC Barcelona,Olympiacos Piraeus,63,76,0,-13,NA,NA,NA
3294,2015-04-17,2014/15,Real Madrid,Anadolu Efes Istanbul,90,85,1,5,NA,NA,NA
3295,2015-04-18,2014/15,Maccabi Tel Aviv,Fenerbahce BEKO,74,75,0,-1,NA,NA,NA
3296,2015-04-20,2014/15,Panathinaikos Athens,CSKA Moscow,86,85,1,1,NA,NA,NA
3297,2015-04-21,2014/15,Olympiacos Piraeus,FC Barcelona,73,71,1,2,NA,NA,NA
3298,2015-04-21,2014/15,Anadolu Efes Istanbul,Real Madrid,75,72,1,3,NA,NA,NA
3299,2015-04-22,2014/15,Panathinaikos Athens,CSKA Moscow,55,74,0,-19,NA,NA,NA
3300,2015-04-23,2014/15,Anadolu Efes Istanbul,Real Madrid,63,76,0,-13,NA,NA,NA
3301,2015-04-23,2014/15,Olympiacos Piraeus,FC Barcelona,71,68,1,3,NA,NA,NA
3302,2015-05-15,2014/15,CSKA Moscow,Olympiacos Piraeus,68,70,0,-2,NA,NA,NA
3303,2015-05-15,2014/15,Real Madrid,Fenerbahce BEKO,96,87,1,9,NA,NA,NA
3304,2015-05-17,2014/15,Fenerbahce BEKO,CSKA Moscow,80,86,0,-6,NA,NA,NA
3305,2015-05-17,2014/15,Real Madrid,Olympiacos Piraeus,78,59,1,19,NA,NA,NA
3306,2015-10-15,2015/16,Crvena Zvezda Belgrade,Strasbourg,81,59,1,22,NA,NA,NA
3307,2015-10-15,2015/16,CSKA Moscow,Maccabi Tel Aviv,100,69,1,31,NA,NA,NA
3308,2015-10-15,2015/16,Unicaja Malaga,Brose Bamberg,76,71,1,5,NA,NA,NA
3309,2015-10-15,2015/16,Olympiacos Piraeus,Cedevita Zagreb,76,61,1,15,NA,NA,NA
3310,2015-10-15,2015/16,Pinar Karsiyaka,FC Barcelona,71,62,1,9,NA,NA,NA
3311,2015-10-15,2015/16,Darussafaka,Dinamo Sassari,83,74,1,9,NA,NA,NA
3312,2015-10-16,2015/16,Fenerbahce BEKO,FC Bayern München,74,67,1,7,NA,NA,NA
3313,2015-10-16,2015/16,Limoges CSP,Anadolu Efes Istanbul,77,89,0,-12,NA,NA,NA
3314,2015-10-16,2015/16,EA7 Milano,Vitoria,78,76,1,2,NA,NA,NA
3315,2015-10-16,2015/16,Khimki Moscow Region,Real Madrid,84,70,1,14,NA,NA,NA
3316,2015-10-16,2015/16,Lokomotiv Kuban,Panathinaikos Athens,81,70,1,11,NA,NA,NA
3317,2015-10-16,2015/16,BC Zielona Góra,Zalgiris Kaunas,62,66,0,-4,NA,NA,NA
3318,2015-10-22,2015/16,Cedevita Zagreb,Limoges CSP,80,84,0,-4,NA,NA,NA
3319,2015-10-22,2015/16,Real Madrid,Crvena Zvezda Belgrade,98,71,1,27,NA,NA,NA
3320,2015-10-22,2015/16,Panathinaikos Athens,Pinar Karsiyaka,85,73,1,12,NA,NA,NA
3321,2015-10-22,2015/16,Anadolu Efes Istanbul,EA7 Milano,89,73,1,16,NA,NA,NA
3322,2015-10-22,2015/16,Maccabi Tel Aviv,Unicaja Malaga,82,93,0,-11,NA,NA,NA
3323,2015-10-22,2015/16,FC Bayern München,Khimki Moscow Region,69,60,1,9,NA,NA,NA
3324,2015-10-23,2015/16,FC Barcelona,BC Zielona Góra,78,72,1,6,NA,NA,NA
3325,2015-10-23,2015/16,Vitoria,Olympiacos Piraeus,96,89,1,7,NA,NA,NA
3326,2015-10-23,2015/16,Brose Bamberg,Darussafaka,86,76,1,10,NA,NA,NA
3327,2015-10-23,2015/16,Zalgiris Kaunas,Lokomotiv Kuban,74,76,0,-2,NA,NA,NA
3328,2015-10-23,2015/16,Dinamo Sassari,CSKA Moscow,78,107,0,-29,NA,NA,NA
3329,2015-10-23,2015/16,Strasbourg,Fenerbahce BEKO,91,70,1,21,NA,NA,NA
3330,2015-10-29,2015/16,Limoges CSP,Vitoria,71,107,0,-36,NA,NA,NA
3331,2015-10-29,2015/16,FC Barcelona,Panathinaikos Athens,77,52,1,25,NA,NA,NA
3332,2015-10-29,2015/16,Pinar Karsiyaka,Zalgiris Kaunas,66,68,0,-2,NA,NA,NA
3333,2015-10-29,2015/16,Anadolu Efes Istanbul,Cedevita Zagreb,75,81,0,-6,NA,NA,NA
3334,2015-10-29,2015/16,CSKA Moscow,Brose Bamberg,83,77,1,6,NA,NA,NA
3335,2015-10-29,2015/16,Maccabi Tel Aviv,Dinamo Sassari,79,63,1,16,NA,NA,NA
3336,2015-10-30,2015/16,Fenerbahce BEKO,Real Madrid,77,66,1,11,NA,NA,NA
3337,2015-10-30,2015/16,Unicaja Malaga,Darussafaka,81,69,1,12,NA,NA,NA
3338,2015-10-30,2015/16,EA7 Milano,Olympiacos Piraeus,66,71,0,-5,NA,NA,NA
3339,2015-10-30,2015/16,Khimki Moscow Region,Crvena Zvezda Belgrade,91,53,1,38,NA,NA,NA
3340,2015-10-30,2015/16,FC Bayern München,Strasbourg,76,61,1,15,NA,NA,NA
3341,2015-10-30,2015/16,BC Zielona Góra,Lokomotiv Kuban,75,83,0,-8,NA,NA,NA
3342,2015-11-05,2015/16,Khimki Moscow Region,Strasbourg,88,62,1,26,NA,NA,NA
3343,2015-11-05,2015/16,Brose Bamberg,Maccabi Tel Aviv,77,66,1,11,NA,NA,NA
3344,2015-11-05,2015/16,Vitoria,Anadolu Efes Istanbul,92,90,1,2,NA,NA,NA
3345,2015-11-05,2015/16,Real Madrid,FC Bayern München,101,99,1,2,NA,NA,NA
3346,2015-11-05,2015/16,EA7 Milano,Cedevita Zagreb,68,77,0,-9,NA,NA,NA
3347,2015-11-05,2015/16,Olympiacos Piraeus,Limoges CSP,75,49,1,26,NA,NA,NA
3348,2015-11-05,2015/16,Darussafaka,CSKA Moscow,75,80,0,-5,NA,NA,NA
3349,2015-11-06,2015/16,Unicaja Malaga,Dinamo Sassari,80,62,1,18,NA,NA,NA
3350,2015-11-06,2015/16,Crvena Zvezda Belgrade,Fenerbahce BEKO,60,74,0,-14,NA,NA,NA
3351,2015-11-06,2015/16,Zalgiris Kaunas,FC Barcelona,78,85,0,-7,NA,NA,NA
3352,2015-11-06,2015/16,Lokomotiv Kuban,Pinar Karsiyaka,72,53,1,19,NA,NA,NA
3353,2015-11-06,2015/16,BC Zielona Góra,Panathinaikos Athens,71,68,1,3,NA,NA,NA
3354,2015-11-12,2015/16,Anadolu Efes Istanbul,Olympiacos Piraeus,87,91,0,-4,NA,NA,NA
3355,2015-11-12,2015/16,Limoges CSP,EA7 Milano,74,65,1,9,NA,NA,NA
3356,2015-11-12,2015/16,FC Barcelona,Lokomotiv Kuban,72,68,1,4,NA,NA,NA
3357,2015-11-12,2015/16,Maccabi Tel Aviv,Darussafaka,73,84,0,-11,NA,NA,NA
3358,2015-11-12,2015/16,FC Bayern München,Crvena Zvezda Belgrade,79,90,0,-11,NA,NA,NA
3359,2015-11-13,2015/16,CSKA Moscow,Unicaja Malaga,78,86,0,-8,NA,NA,NA
3360,2015-11-13,2015/16,Panathinaikos Athens,Zalgiris Kaunas,91,56,1,35,NA,NA,NA
3361,2015-11-13,2015/16,Pinar Karsiyaka,BC Zielona Góra,77,66,1,11,NA,NA,NA
3362,2015-11-13,2015/16,Dinamo Sassari,Brose Bamberg,73,90,0,-17,NA,NA,NA
3363,2015-11-13,2015/16,Cedevita Zagreb,Vitoria,76,67,1,9,NA,NA,NA
3364,2015-11-13,2015/16,Strasbourg,Real Madrid,93,86,1,7,NA,NA,NA
3365,2015-11-13,2015/16,Fenerbahce BEKO,Khimki Moscow Region,88,83,1,5,NA,NA,NA
3366,2015-11-18,2015/16,Real Madrid,Khimki Moscow Region,82,85,0,-3,NA,NA,NA
3367,2015-11-19,2015/16,FC Barcelona,Pinar Karsiyaka,107,79,1,28,NA,NA,NA
3368,2015-11-19,2015/16,Vitoria,EA7 Milano,94,82,1,12,NA,NA,NA
3369,2015-11-19,2015/16,Maccabi Tel Aviv,CSKA Moscow,82,88,0,-6,NA,NA,NA
3370,2015-11-19,2015/16,Zalgiris Kaunas,BC Zielona Góra,67,56,1,11,NA,NA,NA
3371,2015-11-19,2015/16,Cedevita Zagreb,Olympiacos Piraeus,70,83,0,-13,NA,NA,NA
3372,2015-11-19,2015/16,FC Bayern München,Fenerbahce BEKO,67,84,0,-17,NA,NA,NA
3373,2015-11-19,2015/16,Strasbourg,Crvena Zvezda Belgrade,78,75,1,3,NA,NA,NA
3374,2015-11-20,2015/16,Panathinaikos Athens,Lokomotiv Kuban,71,77,0,-6,NA,NA,NA
3375,2015-11-20,2015/16,Brose Bamberg,Unicaja Malaga,73,53,1,20,NA,NA,NA
3376,2015-11-20,2015/16,Anadolu Efes Istanbul,Limoges CSP,92,74,1,18,NA,NA,NA
3377,2015-11-20,2015/16,Dinamo Sassari,Darussafaka,60,68,0,-8,NA,NA,NA
3378,2015-11-26,2015/16,Fenerbahce BEKO,Strasbourg,81,64,1,17,NA,NA,NA
3379,2015-11-26,2015/16,Limoges CSP,Cedevita Zagreb,69,78,0,-9,NA,NA,NA
3380,2015-11-26,2015/16,Unicaja Malaga,Maccabi Tel Aviv,82,68,1,14,NA,NA,NA
3381,2015-11-26,2015/16,EA7 Milano,Anadolu Efes Istanbul,88,84,1,4,NA,NA,NA
3382,2015-11-26,2015/16,Olympiacos Piraeus,Vitoria,59,52,1,7,NA,NA,NA
3383,2015-11-26,2015/16,Khimki Moscow Region,FC Bayern München,70,81,0,-11,NA,NA,NA
3384,2015-11-26,2015/16,BC Zielona Góra,FC Barcelona,64,93,0,-29,NA,NA,NA
3385,2015-11-27,2015/16,Pinar Karsiyaka,Panathinaikos Athens,66,69,0,-3,NA,NA,NA
3386,2015-11-27,2015/16,Darussafaka,Brose Bamberg,54,65,0,-11,NA,NA,NA
3387,2015-11-27,2015/16,CSKA Moscow,Dinamo Sassari,93,87,1,6,NA,NA,NA
3388,2015-11-27,2015/16,Lokomotiv Kuban,Zalgiris Kaunas,80,50,1,30,NA,NA,NA
3389,2015-11-27,2015/16,Crvena Zvezda Belgrade,Real Madrid,94,88,1,6,NA,NA,NA
3390,2015-12-02,2015/16,Zalgiris Kaunas,Pinar Karsiyaka,74,52,1,22,NA,NA,NA
3391,2015-12-03,2015/16,Vitoria,Limoges CSP,92,56,1,36,NA,NA,NA
3392,2015-12-03,2015/16,Olympiacos Piraeus,EA7 Milano,73,63,1,10,NA,NA,NA
3393,2015-12-03,2015/16,Brose Bamberg,CSKA Moscow,88,100,0,-12,NA,NA,NA
3394,2015-12-03,2015/16,Dinamo Sassari,Maccabi Tel Aviv,74,76,0,-2,NA,NA,NA
3395,2015-12-03,2015/16,Cedevita Zagreb,Anadolu Efes Istanbul,75,81,0,-6,NA,NA,NA
3396,2015-12-03,2015/16,Real Madrid,Fenerbahce BEKO,80,73,1,7,NA,NA,NA
3397,2015-12-04,2015/16,Panathinaikos Athens,FC Barcelona,93,86,1,7,NA,NA,NA
3398,2015-12-04,2015/16,Darussafaka,Unicaja Malaga,63,57,1,6,NA,NA,NA
3399,2015-12-04,2015/16,Crvena Zvezda Belgrade,Khimki Moscow Region,96,91,1,5,NA,NA,NA
3400,2015-12-04,2015/16,Lokomotiv Kuban,BC Zielona Góra,51,66,0,-15,NA,NA,NA
3401,2015-12-04,2015/16,Strasbourg,FC Bayern München,69,82,0,-13,NA,NA,NA
3402,2015-12-10,2015/16,FC Barcelona,Zalgiris Kaunas,88,92,0,-4,NA,NA,NA
3403,2015-12-10,2015/16,Pinar Karsiyaka,Lokomotiv Kuban,78,88,0,-10,NA,NA,NA
3404,2015-12-10,2015/16,Maccabi Tel Aviv,Brose Bamberg,85,65,1,20,NA,NA,NA
3405,2015-12-10,2015/16,Dinamo Sassari,Unicaja Malaga,65,77,0,-12,NA,NA,NA
3406,2015-12-10,2015/16,Limoges CSP,Olympiacos Piraeus,67,76,0,-9,NA,NA,NA
3407,2015-12-11,2015/16,Panathinaikos Athens,BC Zielona Góra,82,51,1,31,NA,NA,NA
3408,2015-12-11,2015/16,Anadolu Efes Istanbul,Vitoria,95,86,1,9,NA,NA,NA
3409,2015-12-11,2015/16,CSKA Moscow,Darussafaka,94,66,1,28,NA,NA,NA
3410,2015-12-11,2015/16,Cedevita Zagreb,EA7 Milano,82,85,0,-3,NA,NA,NA
3411,2015-12-11,2015/16,FC Bayern München,Real Madrid,67,86,0,-19,NA,NA,NA
3412,2015-12-11,2015/16,Strasbourg,Khimki Moscow Region,69,78,0,-9,NA,NA,NA
3413,2015-12-11,2015/16,Fenerbahce BEKO,Crvena Zvezda Belgrade,79,61,1,18,NA,NA,NA
3414,2015-12-17,2015/16,Khimki Moscow Region,Fenerbahce BEKO,68,70,0,-2,NA,NA,NA
3415,2015-12-17,2015/16,Vitoria,Cedevita Zagreb,92,70,1,22,NA,NA,NA
3416,2015-12-17,2015/16,Brose Bamberg,Dinamo Sassari,86,54,1,32,NA,NA,NA
3417,2015-12-17,2015/16,Darussafaka,Maccabi Tel Aviv,66,70,0,-4,NA,NA,NA
3418,2015-12-17,2015/16,Zalgiris Kaunas,Panathinaikos Athens,72,75,0,-3,NA,NA,NA
3419,2015-12-17,2015/16,Real Madrid,Strasbourg,97,65,1,32,NA,NA,NA
3420,2015-12-18,2015/16,Unicaja Malaga,CSKA Moscow,76,88,0,-12,NA,NA,NA
3421,2015-12-18,2015/16,Olympiacos Piraeus,Anadolu Efes Istanbul,68,81,0,-13,NA,NA,NA
3422,2015-12-18,2015/16,Crvena Zvezda Belgrade,FC Bayern München,85,76,1,9,NA,NA,NA
3423,2015-12-18,2015/16,Lokomotiv Kuban,FC Barcelona,78,74,1,4,NA,NA,NA
3424,2015-12-18,2015/16,BC Zielona Góra,Pinar Karsiyaka,81,83,0,-2,NA,NA,NA
3425,2015-12-18,2015/16,EA7 Milano,Limoges CSP,69,77,0,-8,NA,NA,NA
3426,2015-12-29,2015/16,Real Madrid,Brose Bamberg,82,79,1,3,NA,NA,NA
3427,2015-12-29,2015/16,Unicaja Malaga,Darussafaka,70,62,1,8,NA,NA,NA
3428,2015-12-29,2015/16,Olympiacos Piraeus,FC Barcelona,74,62,1,12,NA,NA,NA
3429,2015-12-29,2015/16,Anadolu Efes Istanbul,Crvena Zvezda Belgrade,85,84,1,1,NA,NA,NA
3430,2015-12-29,2015/16,Khimki Moscow Region,CSKA Moscow,91,89,1,2,NA,NA,NA
3431,2015-12-29,2015/16,Zalgiris Kaunas,Vitoria,68,89,0,-21,NA,NA,NA
3432,2015-12-29,2015/16,Cedevita Zagreb,Lokomotiv Kuban,75,89,0,-14,NA,NA,NA
3433,2015-12-30,2015/16,Fenerbahce BEKO,Panathinaikos Athens,82,75,1,7,NA,NA,NA
3434,2016-01-07,2015/16,FC Barcelona,Khimki Moscow Region,87,70,1,17,NA,NA,NA
3435,2016-01-07,2015/16,Vitoria,Olympiacos Piraeus,76,82,0,-6,NA,NA,NA
3436,2016-01-07,2015/16,Panathinaikos Athens,Unicaja Malaga,68,66,1,2,NA,NA,NA
3437,2016-01-07,2015/16,Brose Bamberg,Zalgiris Kaunas,96,63,1,33,NA,NA,NA
3438,2016-01-07,2015/16,Darussafaka,Cedevita Zagreb,72,79,0,-7,NA,NA,NA
3439,2016-01-07,2015/16,CSKA Moscow,Real Madrid,95,81,1,14,NA,NA,NA
3440,2016-01-07,2015/16,Lokomotiv Kuban,Anadolu Efes Istanbul,78,77,1,1,NA,NA,NA
3441,2016-01-08,2015/16,Crvena Zvezda Belgrade,Fenerbahce BEKO,65,88,0,-23,NA,NA,NA
3442,2016-01-14,2015/16,CSKA Moscow,FC Barcelona,93,82,1,11,NA,NA,NA
3443,2016-01-14,2015/16,Real Madrid,Zalgiris Kaunas,92,86,1,6,NA,NA,NA
3444,2016-01-14,2015/16,Unicaja Malaga,Cedevita Zagreb,90,67,1,23,NA,NA,NA
3445,2016-01-14,2015/16,Panathinaikos Athens,Crvena Zvezda Belgrade,63,74,0,-11,NA,NA,NA
3446,2016-01-14,2015/16,Olympiacos Piraeus,Brose Bamberg,72,77,0,-5,NA,NA,NA
3447,2016-01-14,2015/16,Anadolu Efes Istanbul,Darussafaka,84,71,1,13,NA,NA,NA
3448,2016-01-14,2015/16,Fenerbahce BEKO,Lokomotiv Kuban,85,79,1,6,NA,NA,NA
3449,2016-01-15,2015/16,Khimki Moscow Region,Vitoria,76,68,1,8,NA,NA,NA
3450,2016-01-21,2015/16,Vitoria,CSKA Moscow,81,71,1,10,NA,NA,NA
3451,2016-01-21,2015/16,Real Madrid,FC Barcelona,86,87,0,-1,NA,NA,NA
3452,2016-01-21,2015/16,Lokomotiv Kuban,Panathinaikos Athens,76,67,1,9,NA,NA,NA
3453,2016-01-21,2015/16,Cedevita Zagreb,Anadolu Efes Istanbul,84,80,1,4,NA,NA,NA
3454,2016-01-22,2015/16,Darussafaka,Fenerbahce BEKO,100,106,0,-6,NA,NA,NA
3455,2016-01-22,2015/16,Crvena Zvezda Belgrade,Unicaja Malaga,87,73,1,14,NA,NA,NA
3456,2016-01-22,2015/16,Khimki Moscow Region,Brose Bamberg,78,61,1,17,NA,NA,NA
3457,2016-01-22,2015/16,Zalgiris Kaunas,Olympiacos Piraeus,75,55,1,20,NA,NA,NA
3458,2016-01-28,2015/16,Fenerbahce BEKO,Cedevita Zagreb,86,73,1,13,NA,NA,NA
3459,2016-01-28,2015/16,Real Madrid,Olympiacos Piraeus,84,72,1,12,NA,NA,NA
3460,2016-01-28,2015/16,CSKA Moscow,Brose Bamberg,91,70,1,21,NA,NA,NA
3461,2016-01-29,2015/16,FC Barcelona,Vitoria,78,81,0,-3,NA,NA,NA
3462,2016-01-29,2015/16,Unicaja Malaga,Anadolu Efes Istanbul,75,85,0,-10,NA,NA,NA
3463,2016-01-29,2015/16,Panathinaikos Athens,Darussafaka,82,79,1,3,NA,NA,NA
3464,2016-01-29,2015/16,Crvena Zvezda Belgrade,Lokomotiv Kuban,80,66,1,14,NA,NA,NA
3465,2016-01-29,2015/16,Khimki Moscow Region,Zalgiris Kaunas,111,80,1,31,NA,NA,NA
3466,2016-02-04,2015/16,Unicaja Malaga,Lokomotiv Kuban,64,82,0,-18,NA,NA,NA
3467,2016-02-04,2015/16,Brose Bamberg,FC Barcelona,74,70,1,4,NA,NA,NA
3468,2016-02-04,2015/16,Darussafaka,Crvena Zvezda Belgrade,69,66,1,3,NA,NA,NA
3469,2016-02-04,2015/16,Cedevita Zagreb,Panathinaikos Athens,60,78,0,-18,NA,NA,NA
3470,2016-02-05,2015/16,Anadolu Efes Istanbul,Fenerbahce BEKO,73,77,0,-4,NA,NA,NA
3471,2016-02-05,2015/16,Real Madrid,Vitoria,68,77,0,-9,NA,NA,NA
3472,2016-02-05,2015/16,Olympiacos Piraeus,Khimki Moscow Region,89,77,1,12,NA,NA,NA
3473,2016-02-05,2015/16,Zalgiris Kaunas,CSKA Moscow,59,94,0,-35,NA,NA,NA
3474,2016-02-11,2015/16,Khimki Moscow Region,Real Madrid,82,93,0,-11,NA,NA,NA
3475,2016-02-11,2015/16,Vitoria,Brose Bamberg,90,64,1,26,NA,NA,NA
3476,2016-02-11,2015/16,Fenerbahce BEKO,Unicaja Malaga,80,59,1,21,NA,NA,NA
3477,2016-02-11,2015/16,Crvena Zvezda Belgrade,Cedevita Zagreb,94,74,1,20,NA,NA,NA
3478,2016-02-12,2015/16,FC Barcelona,Zalgiris Kaunas,92,86,1,6,NA,NA,NA
3479,2016-02-12,2015/16,Panathinaikos Athens,Anadolu Efes Istanbul,83,78,1,5,NA,NA,NA
3480,2016-02-12,2015/16,CSKA Moscow,Olympiacos Piraeus,92,85,1,7,NA,NA,NA
3481,2016-02-12,2015/16,Lokomotiv Kuban,Darussafaka,82,58,1,24,NA,NA,NA
3482,2016-02-25,2015/16,Vitoria,Zalgiris Kaunas,71,65,1,6,NA,NA,NA
3483,2016-02-25,2015/16,Brose Bamberg,Real Madrid,86,90,0,-4,NA,NA,NA
3484,2016-02-25,2015/16,Darussafaka,Unicaja Malaga,78,55,1,23,NA,NA,NA
3485,2016-02-25,2015/16,CSKA Moscow,Khimki Moscow Region,108,98,1,10,NA,NA,NA
3486,2016-02-25,2015/16,Lokomotiv Kuban,Cedevita Zagreb,87,63,1,24,NA,NA,NA
3487,2016-02-25,2015/16,Panathinaikos Athens,Fenerbahce BEKO,76,71,1,5,NA,NA,NA
3488,2016-02-26,2015/16,FC Barcelona,Olympiacos Piraeus,82,66,1,16,NA,NA,NA
3489,2016-02-26,2015/16,Crvena Zvezda Belgrade,Anadolu Efes Istanbul,91,82,1,9,NA,NA,NA
3490,2016-03-02,2015/16,Real Madrid,CSKA Moscow,87,96,0,-9,NA,NA,NA
3491,2016-03-03,2015/16,Unicaja Malaga,Panathinaikos Athens,58,76,0,-18,NA,NA,NA
3492,2016-03-03,2015/16,Anadolu Efes Istanbul,Lokomotiv Kuban,61,76,0,-15,NA,NA,NA
3493,2016-03-03,2015/16,Khimki Moscow Region,FC Barcelona,75,61,1,14,NA,NA,NA
3494,2016-03-03,2015/16,Cedevita Zagreb,Darussafaka,77,83,0,-6,NA,NA,NA
3495,2016-03-04,2015/16,Fenerbahce BEKO,Crvena Zvezda Belgrade,72,65,1,7,NA,NA,NA
3496,2016-03-04,2015/16,Olympiacos Piraeus,Vitoria,82,68,1,14,NA,NA,NA
3497,2016-03-04,2015/16,Zalgiris Kaunas,Brose Bamberg,75,73,1,2,NA,NA,NA
3498,2016-03-10,2015/16,Lokomotiv Kuban,Fenerbahce BEKO,52,55,0,-3,NA,NA,NA
3499,2016-03-10,2015/16,Vitoria,Khimki Moscow Region,98,83,1,15,NA,NA,NA
3500,2016-03-10,2015/16,Brose Bamberg,Olympiacos Piraeus,72,71,1,1,NA,NA,NA
3501,2016-03-10,2015/16,Cedevita Zagreb,Unicaja Malaga,78,91,0,-13,NA,NA,NA
3502,2016-03-11,2015/16,Darussafaka,Anadolu Efes Istanbul,68,72,0,-4,NA,NA,NA
3503,2016-03-11,2015/16,Crvena Zvezda Belgrade,Panathinaikos Athens,69,67,1,2,NA,NA,NA
3504,2016-03-11,2015/16,Zalgiris Kaunas,Real Madrid,75,90,0,-15,NA,NA,NA
3505,2016-03-11,2015/16,FC Barcelona,CSKA Moscow,100,98,1,2,NA,NA,NA
3506,2016-03-17,2015/16,Fenerbahce BEKO,Darussafaka,77,69,1,8,NA,NA,NA
3507,2016-03-17,2015/16,FC Barcelona,Real Madrid,72,65,1,7,NA,NA,NA
3508,2016-03-17,2015/16,Panathinaikos Athens,Lokomotiv Kuban,84,79,1,5,NA,NA,NA
3509,2016-03-17,2015/16,Brose Bamberg,Khimki Moscow Region,84,79,1,5,NA,NA,NA
3510,2016-03-17,2015/16,CSKA Moscow,Vitoria,90,78,1,12,NA,NA,NA
3511,2016-03-18,2015/16,Unicaja Malaga,Crvena Zvezda Belgrade,72,78,0,-6,NA,NA,NA
3512,2016-03-18,2015/16,Olympiacos Piraeus,Zalgiris Kaunas,74,59,1,15,NA,NA,NA
3513,2016-03-18,2015/16,Anadolu Efes Istanbul,Cedevita Zagreb,80,76,1,4,NA,NA,NA
3514,2016-03-23,2015/16,Vitoria,FC Barcelona,75,71,1,4,NA,NA,NA
3515,2016-03-24,2015/16,Brose Bamberg,CSKA Moscow,91,83,1,8,NA,NA,NA
3516,2016-03-24,2015/16,Darussafaka,Panathinaikos Athens,84,86,0,-2,NA,NA,NA
3517,2016-03-24,2015/16,Lokomotiv Kuban,Crvena Zvezda Belgrade,86,62,1,24,NA,NA,NA
3518,2016-03-25,2015/16,Cedevita Zagreb,Fenerbahce BEKO,89,59,1,30,NA,NA,NA
3519,2016-03-25,2015/16,Olympiacos Piraeus,Real Madrid,99,84,1,15,NA,NA,NA
3520,2016-03-25,2015/16,Anadolu Efes Istanbul,Unicaja Malaga,87,67,1,20,NA,NA,NA
3521,2016-03-25,2015/16,Zalgiris Kaunas,Khimki Moscow Region,71,76,0,-5,NA,NA,NA
3522,2016-03-31,2015/16,Crvena Zvezda Belgrade,Darussafaka,61,80,0,-19,NA,NA,NA
3523,2016-03-31,2015/16,FC Barcelona,Brose Bamberg,75,57,1,18,NA,NA,NA
3524,2016-03-31,2015/16,Khimki Moscow Region,Olympiacos Piraeus,98,66,1,32,NA,NA,NA
3525,2016-03-31,2015/16,Lokomotiv Kuban,Unicaja Malaga,81,60,1,21,NA,NA,NA
3526,2016-04-01,2015/16,Fenerbahce BEKO,Anadolu Efes Istanbul,90,86,1,4,NA,NA,NA
3527,2016-04-01,2015/16,Vitoria,Real Madrid,89,88,1,1,NA,NA,NA
3528,2016-04-01,2015/16,Panathinaikos Athens,Cedevita Zagreb,76,60,1,16,NA,NA,NA
3529,2016-04-01,2015/16,CSKA Moscow,Zalgiris Kaunas,100,86,1,14,NA,NA,NA
3530,2016-04-07,2015/16,Real Madrid,Khimki Moscow Region,83,70,1,13,NA,NA,NA
3531,2016-04-07,2015/16,Brose Bamberg,Vitoria,89,69,1,20,NA,NA,NA
3532,2016-04-07,2015/16,Anadolu Efes Istanbul,Panathinaikos Athens,91,86,1,5,NA,NA,NA
3533,2016-04-07,2015/16,Zalgiris Kaunas,FC Barcelona,59,66,0,-7,NA,NA,NA
3534,2016-04-08,2015/16,Olympiacos Piraeus,CSKA Moscow,96,99,0,-3,NA,NA,NA
3535,2016-04-08,2015/16,Darussafaka,Lokomotiv Kuban,87,86,1,1,NA,NA,NA
3536,2016-04-08,2015/16,Cedevita Zagreb,Crvena Zvezda Belgrade,83,62,1,21,NA,NA,NA
3537,2016-04-08,2015/16,Unicaja Malaga,Fenerbahce BEKO,71,67,1,4,NA,NA,NA
3538,2016-04-12,2015/16,Fenerbahce BEKO,Real Madrid,75,69,1,6,NA,NA,NA
3539,2016-04-12,2015/16,CSKA Moscow,Crvena Zvezda Belgrade,84,74,1,10,NA,NA,NA
3540,2016-04-13,2015/16,Vitoria,Panathinaikos Athens,84,68,1,16,NA,NA,NA
3541,2016-04-13,2015/16,Lokomotiv Kuban,FC Barcelona,66,61,1,5,NA,NA,NA
3542,2016-04-14,2015/16,Fenerbahce BEKO,Real Madrid,100,78,1,22,NA,NA,NA
3543,2016-04-14,2015/16,CSKA Moscow,Crvena Zvezda Belgrade,77,76,1,1,NA,NA,NA
3544,2016-04-15,2015/16,Vitoria,Panathinaikos Athens,82,78,1,4,NA,NA,NA
3545,2016-04-15,2015/16,Lokomotiv Kuban,FC Barcelona,66,92,0,-26,NA,NA,NA
3546,2016-04-18,2015/16,Crvena Zvezda Belgrade,CSKA Moscow,71,78,0,-7,NA,NA,NA
3547,2016-04-19,2015/16,FC Barcelona,Lokomotiv Kuban,82,70,1,12,NA,NA,NA
